user_id,score,passed,distinction
630,3,0,0
633,9,0,0
635,7,0,0
636,99,1,0
637,112,1,1
639,0,0,0
640,66,0,0
641,119,1,1
642,112,1,1
643,0,0,0
644,0,0,0
646,0,0,0
647,0,0,0
648,7,0,0
649,24,0,0
650,9,0,0
651,35,0,0
652,45,0,0
653,0,0,0
654,24,0,0
655,40,0,0
656,3,0,0
657,59,0,0
659,107,1,1
660,61,0,0
661,89,0,0
662,4,0,0
663,0,0,0
665,55,0,0
666,106,1,1
669,0,0,0
670,117,1,1
671,7,0,0
672,0,0,0
675,0,0,0
677,35,0,0
678,0,0,0
679,0,0,0
680,0,0,0
681,0,0,0
682,0,0,0
683,22,0,0
684,0,0,0
685,0,0,0
686,11,0,0
687,0,0,0
688,36,0,0
689,32,0,0
690,3,0,0
691,21,0,0
693,29,0,0
695,3,0,0
696,5,0,0
697,16,0,0
698,119,1,1
699,3,0,0
700,0,0,0
701,0,0,0
702,7,0,0
703,19,0,0
704,60,0,0
705,0,0,0
707,59,0,0
709,12,0,0
710,114,1,1
711,0,0,0
712,18,0,0
715,0,0,0
716,0,0,0
717,13,0,0
718,75,0,0
719,0,0,0
720,0,0,0
721,12,0,0
722,15,0,0
723,3,0,0
724,28,0,0
725,1,0,0
726,0,0,0
727,5,0,0
729,0,0,0
730,76,0,0
731,36,0,0
732,0,0,0
733,108,1,1
734,0,0,0
735,49,0,0
736,26,0,0
737,2,0,0
738,0,0,0
739,3,0,0
741,0,0,0
742,4,0,0
743,73,0,0
744,0,0,0
745,0,0,0
747,4,0,0
748,0,0,0
749,0,0,0
752,2,0,0
753,28,0,0
754,0,0,0
755,33,0,0
756,2,0,0
757,0,0,0
758,12,0,0
759,0,0,0
760,51,0,0
761,0,0,0
762,3,0,0
764,36,0,0
765,0,0,0
766,3,0,0
767,111,1,1
768,0,0,0
769,7,0,0
770,119,1,1
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,3,0,0
776,8,0,0
778,3,0,0
779,0,0,0
780,20,0,0
781,9,0,0
783,63,0,0
784,4,0,0
785,0,0,0
786,19,0,0
787,10,0,0
789,36,0,0
791,0,0,0
792,0,0,0
793,78,0,0
795,8,0,0
796,85,0,0
797,0,0,0
798,119,1,1
799,6,0,0
800,0,0,0
801,0,0,0
802,3,0,0
803,8,0,0
804,0,0,0
805,48,0,0
808,9,0,0
809,0,0,0
810,32,0,0
811,78,0,0
813,75,0,0
815,0,0,0
816,0,0,0
817,0,0,0
818,29,0,0
820,0,0,0
821,0,0,0
822,90,0,0
823,0,0,0
824,93,1,0
825,32,0,0
826,71,0,0
827,0,0,0
828,22,0,0
829,28,0,0
830,0,0,0
831,9,0,0
832,16,0,0
833,0,0,0
834,0,0,0
835,3,0,0
837,105,1,0
838,43,0,0
840,85,0,0
841,0,0,0
842,0,0,0
843,17,0,0
844,10,0,0
845,0,0,0
846,19,0,0
847,0,0,0
848,0,0,0
849,2,0,0
850,0,0,0
851,0,0,0
852,42,0,0
853,0,0,0
854,0,0,0
855,20,0,0
856,2,0,0
857,0,0,0
858,119,1,1
859,0,0,0
860,0,0,0
863,2,0,0
864,119,1,1
865,1,0,0
866,0,0,0
869,3,0,0
870,0,0,0
871,0,0,0
872,3,0,0
873,30,0,0
874,0,0,0
875,0,0,0
876,0,0,0
877,0,0,0
878,27,0,0
880,0,0,0
881,2,0,0
882,0,0,0
883,0,0,0
884,31,0,0
885,4,0,0
886,0,0,0
887,62,0,0
888,12,0,0
889,0,0,0
890,4,0,0
891,0,0,0
892,119,1,1
893,0,0,0
894,54,0,0
896,9,0,0
897,0,0,0
898,0,0,0
899,0,0,0
900,0,0,0
902,0,0,0
903,4,0,0
904,0,0,0
906,0,0,0
907,0,0,0
908,0,0,0
909,3,0,0
910,19,0,0
911,0,0,0
912,14,0,0
913,0,0,0
914,0,0,0
915,4,0,0
917,16,0,0
918,0,0,0
919,5,0,0
921,0,0,0
922,2,0,0
923,2,0,0
925,0,0,0
926,0,0,0
927,0,0,0
928,0,0,0
929,0,0,0
931,3,0,0
932,106,1,1
933,0,0,0
934,0,0,0
935,0,0,0
937,2,0,0
938,0,0,0
940,0,0,0
941,0,0,0
943,9,0,0
944,0,0,0
945,0,0,0
946,0,0,0
947,4,0,0
949,0,0,0
951,13,0,0
952,0,0,0
953,2,0,0
954,3,0,0
955,0,0,0
956,97,1,0
957,4,0,0
958,0,0,0
959,1,0,0
960,13,0,0
961,119,1,1
962,119,1,1
963,16,0,0
964,0,0,0
965,0,0,0
967,0,0,0
968,113,1,1
969,0,0,0
970,38,0,0
971,0,0,0
972,0,0,0
974,19,0,0
975,9,0,0
976,24,0,0
977,7,0,0
978,0,0,0
979,13,0,0
980,19,0,0
981,0,0,0
982,4,0,0
983,5,0,0
984,24,0,0
985,61,0,0
986,0,0,0
987,20,0,0
988,0,0,0
989,9,0,0
990,0,0,0
991,5,0,0
992,0,0,0
994,119,1,1
995,2,0,0
996,19,0,0
997,5,0,0
998,0,0,0
999,0,0,0
1001,0,0,0
1003,1,0,0
1004,66,0,0
1007,2,0,0
1008,3,0,0
1010,0,0,0
1011,8,0,0
1012,0,0,0
1013,8,0,0
1015,0,0,0
1016,0,0,0
1017,2,0,0
1019,4,0,0
1021,0,0,0
1022,16,0,0
1023,2,0,0
1024,0,0,0
1025,8,0,0
1026,0,0,0
1027,0,0,0
1028,0,0,0
1029,0,0,0
1031,16,0,0
1032,0,0,0
1033,17,0,0
1035,2,0,0
1036,6,0,0
1037,3,0,0
1038,0,0,0
1039,8,0,0
1040,0,0,0
1041,0,0,0
1042,9,0,0
1043,11,0,0
1044,0,0,0
1045,0,0,0
1046,10,0,0
1047,0,0,0
1048,54,0,0
1049,19,0,0
1051,0,0,0
1052,7,0,0
1053,0,0,0
1054,33,0,0
1055,2,0,0
1056,119,1,1
1057,60,0,0
1058,110,1,1
1061,0,0,0
1062,108,1,1
1063,0,0,0
1065,9,0,0
1066,17,0,0
1067,11,0,0
1069,9,0,0
1070,7,0,0
1071,0,0,0
1072,3,0,0
1073,0,0,0
1074,15,0,0
1075,0,0,0
1077,0,0,0
1079,3,0,0
1080,2,0,0
1081,39,0,0
1082,1,0,0
1083,4,0,0
1084,6,0,0
1085,10,0,0
1086,15,0,0
1087,40,0,0
1091,0,0,0
1092,1,0,0
1093,18,0,0
1094,5,0,0
1095,3,0,0
1096,2,0,0
1098,6,0,0
1099,16,0,0
1100,9,0,0
1101,5,0,0
1102,0,0,0
1103,0,0,0
1104,2,0,0
1106,114,1,1
1107,110,1,1
1110,0,0,0
1111,15,0,0
1112,0,0,0
1113,4,0,0
1115,12,0,0
1117,7,0,0
1119,8,0,0
1120,0,0,0
1121,0,0,0
1122,9,0,0
1124,0,0,0
1125,10,0,0
1126,27,0,0
1127,5,0,0
1129,0,0,0
1130,32,0,0
1131,0,0,0
1132,2,0,0
1133,0,0,0
1136,0,0,0
1138,20,0,0
1139,76,0,0
1140,2,0,0
1141,105,1,0
1142,0,0,0
1143,1,0,0
1144,0,0,0
1146,0,0,0
1147,45,0,0
1148,3,0,0
1149,7,0,0
1150,0,0,0
1152,3,0,0
1153,0,0,0
1155,3,0,0
1156,13,0,0
1157,8,0,0
1158,0,0,0
1159,9,0,0
1160,3,0,0
1162,2,0,0
1163,6,0,0
1164,2,0,0
1167,2,0,0
1169,0,0,0
1170,4,0,0
1173,9,0,0
1174,3,0,0
1175,0,0,0
1176,0,0,0
1177,0,0,0
1179,8,0,0
1180,0,0,0
1181,9,0,0
1182,119,1,1
1183,0,0,0
1184,108,1,1
1185,9,0,0
1187,2,0,0
1188,36,0,0
1189,2,0,0
1190,0,0,0
1191,0,0,0
1192,0,0,0
1193,94,1,0
1194,0,0,0
1195,3,0,0
1196,37,0,0
1197,0,0,0
1198,0,0,0
1199,0,0,0
1202,0,0,0
1203,66,0,0
1204,0,0,0
1205,0,0,0
1206,6,0,0
1207,9,0,0
1208,0,0,0
1209,0,0,0
1210,2,0,0
1212,0,0,0
1216,36,0,0
1218,32,0,0
1220,0,0,0
1223,0,0,0
1225,0,0,0
1226,60,0,0
1227,1,0,0
1228,26,0,0
1230,0,0,0
1231,9,0,0
1233,5,0,0
1234,4,0,0
1235,0,0,0
1236,0,0,0
1237,0,0,0
1238,7,0,0
1239,0,0,0
1240,3,0,0
1244,9,0,0
1245,33,0,0
1246,2,0,0
1247,0,0,0
1248,5,0,0
1249,2,0,0
1251,28,0,0
1253,0,0,0
1254,21,0,0
1255,0,0,0
1256,0,0,0
1257,0,0,0
1258,1,0,0
1260,1,0,0
1261,0,0,0
1262,0,0,0
1263,0,0,0
1264,0,0,0
1265,106,1,1
1267,2,0,0
1268,0,0,0
1269,0,0,0
1270,0,0,0
1271,51,0,0
1272,87,0,0
1273,2,0,0
1276,0,0,0
1277,0,0,0
1278,32,0,0
1279,0,0,0
1281,0,0,0
1282,92,1,0
1283,0,0,0
1285,28,0,0
1286,0,0,0
1288,102,1,0
1289,0,0,0
1290,0,0,0
1291,0,0,0
1292,0,0,0
1293,0,0,0
1294,0,0,0
1295,0,0,0
1296,0,0,0
1297,13,0,0
1298,1,0,0
1300,18,0,0
1301,0,0,0
1302,32,0,0
1303,54,0,0
1304,0,0,0
1305,0,0,0
1306,2,0,0
1307,0,0,0
1308,0,0,0
1309,7,0,0
1310,47,0,0
1311,62,0,0
1312,0,0,0
1313,0,0,0
1315,0,0,0
1317,0,0,0
1321,10,0,0
1323,1,0,0
1326,16,0,0
1327,2,0,0
1329,57,0,0
1331,0,0,0
1332,6,0,0
1333,0,0,0
1334,78,0,0
1336,0,0,0
1337,29,0,0
1338,0,0,0
1339,0,0,0
1340,4,0,0
1341,71,0,0
1342,64,0,0
1344,0,0,0
1345,0,0,0
1346,0,0,0
1347,0,0,0
1348,9,0,0
1349,8,0,0
1350,3,0,0
1353,0,0,0
1354,12,0,0
1357,30,0,0
1358,0,0,0
1359,26,0,0
1360,7,0,0
1361,0,0,0
1362,5,0,0
1363,0,0,0
1364,0,0,0
1365,74,0,0
1367,0,0,0
1368,0,0,0
1370,0,0,0
1371,0,0,0
1372,7,0,0
1373,2,0,0
1374,0,0,0
1375,43,0,0
1376,109,1,1
1377,0,0,0
1378,1,0,0
1380,0,0,0
1381,0,0,0
1382,54,0,0
1383,17,0,0
1384,0,0,0
1385,0,0,0
1386,0,0,0
1387,0,0,0
1388,0,0,0
1390,0,0,0
1392,2,0,0
1393,0,0,0
1394,14,0,0
1395,0,0,0
1396,2,0,0
1397,0,0,0
1398,1,0,0
1399,85,0,0
1400,2,0,0
1401,4,0,0
1403,0,0,0
1404,119,1,1
1405,0,0,0
1407,0,0,0
1408,0,0,0
1409,75,0,0
1411,0,0,0
1412,24,0,0
1414,57,0,0
1415,33,0,0
1416,0,0,0
1418,9,0,0
1419,77,0,0
1420,0,0,0
1421,0,0,0
1422,26,0,0
1423,0,0,0
1424,0,0,0
1425,2,0,0
1426,0,0,0
1427,0,0,0
1429,3,0,0
1430,2,0,0
1432,112,1,1
1433,106,1,1
1434,0,0,0
1436,2,0,0
1438,66,0,0
1440,1,0,0
1441,3,0,0
1442,9,0,0
1443,0,0,0
1446,80,0,0
1447,0,0,0
1448,5,0,0
1449,0,0,0
1451,92,1,0
1452,8,0,0
1453,0,0,0
1454,0,0,0
1455,36,0,0
1456,0,0,0
1457,0,0,0
1459,1,0,0
1460,0,0,0
1461,2,0,0
1462,0,0,0
1463,2,0,0
1464,75,0,0
1465,0,0,0
1466,8,0,0
1468,2,0,0
1470,0,0,0
1471,0,0,0
1472,0,0,0
1473,8,0,0
1474,0,0,0
1475,3,0,0
1477,16,0,0
1478,0,0,0
1480,53,0,0
1481,46,0,0
1482,0,0,0
1483,0,0,0
1484,26,0,0
1485,5,0,0
1486,11,0,0
1487,0,0,0
1488,4,0,0
1489,0,0,0
1490,4,0,0
1491,4,0,0
1492,0,0,0
1493,5,0,0
1494,0,0,0
1495,0,0,0
1496,0,0,0
1497,0,0,0
1498,76,0,0
1500,0,0,0
1501,100,1,0
1502,0,0,0
1503,0,0,0
1504,0,0,0
1505,0,0,0
1506,7,0,0
1507,24,0,0
1508,0,0,0
1509,0,0,0
1510,9,0,0
1511,47,0,0
1512,24,0,0
1513,0,0,0
1514,3,0,0
1515,0,0,0
1516,3,0,0
1518,0,0,0
1519,42,0,0
1520,0,0,0
1521,2,0,0
1522,27,0,0
1523,0,0,0
1524,11,0,0
1525,0,0,0
1526,2,0,0
1527,1,0,0
1528,0,0,0
1530,0,0,0
1532,0,0,0
1533,0,0,0
1534,0,0,0
1536,7,0,0
1537,96,1,0
1538,0,0,0
1539,0,0,0
1540,25,0,0
1541,3,0,0
1542,75,0,0
1544,2,0,0
1545,7,0,0
1548,99,1,0
1550,0,0,0
1552,9,0,0
1553,6,0,0
1555,0,0,0
1556,0,0,0
1557,7,0,0
1559,24,0,0
1560,0,0,0
1561,2,0,0
1564,4,0,0
1565,77,0,0
1566,0,0,0
1568,12,0,0
1569,0,0,0
1570,0,0,0
1571,1,0,0
1572,109,1,1
1573,0,0,0
1575,116,1,1
1576,7,0,0
1577,1,0,0
1578,0,0,0
1579,0,0,0
1580,26,0,0
1582,0,0,0
1583,7,0,0
1584,0,0,0
1585,1,0,0
1586,0,0,0
1587,0,0,0
1588,0,0,0
1589,0,0,0
1590,19,0,0
1591,2,0,0
1592,20,0,0
1593,0,0,0
1594,0,0,0
1595,1,0,0
1596,0,0,0
1597,0,0,0
1598,0,0,0
1600,119,1,1
1601,106,1,1
1603,0,0,0
1605,12,0,0
1606,3,0,0
1608,0,0,0
1609,5,0,0
1610,29,0,0
1611,3,0,0
1613,0,0,0
1614,4,0,0
1616,68,0,0
1617,13,0,0
1618,4,0,0
1619,2,0,0
1620,4,0,0
1621,0,0,0
1622,0,0,0
1624,8,0,0
1626,95,1,0
1627,57,0,0
1628,0,0,0
1629,68,0,0
1630,5,0,0
1631,0,0,0
1632,0,0,0
1633,1,0,0
1634,4,0,0
1637,0,0,0
1638,88,0,0
1639,9,0,0
1640,119,1,1
1641,3,0,0
1642,0,0,0
1643,61,0,0
1645,20,0,0
1646,0,0,0
1647,0,0,0
1648,0,0,0
1651,0,0,0
1653,4,0,0
1654,0,0,0
1655,0,0,0
1656,0,0,0
1657,0,0,0
1658,0,0,0
1659,0,0,0
1660,1,0,0
1661,0,0,0
1662,0,0,0
1663,0,0,0
1664,0,0,0
1665,0,0,0
1666,0,0,0
1667,0,0,0
1669,0,0,0
1670,0,0,0
1671,16,0,0
1672,119,1,1
1674,2,0,0
1675,0,0,0
1676,112,1,1
1678,1,0,0
1679,19,0,0
1681,1,0,0
1682,2,0,0
1683,6,0,0
1684,0,0,0
1685,3,0,0
1686,1,0,0
1687,1,0,0
1688,0,0,0
1689,3,0,0
1690,0,0,0
1691,1,0,0
1692,32,0,0
1693,15,0,0
1694,0,0,0
1695,0,0,0
1700,7,0,0
1701,1,0,0
1702,12,0,0
1705,3,0,0
1706,0,0,0
1707,0,0,0
1708,0,0,0
1710,0,0,0
1711,2,0,0
1712,1,0,0
1713,2,0,0
1715,3,0,0
1717,0,0,0
1718,41,0,0
1719,93,1,0
1720,0,0,0
1722,0,0,0
1723,4,0,0
1724,0,0,0
1726,0,0,0
1727,0,0,0
1728,1,0,0
1729,0,0,0
1730,5,0,0
1731,8,0,0
1732,9,0,0
1733,9,0,0
1734,0,0,0
1735,0,0,0
1736,12,0,0
1737,6,0,0
1738,0,0,0
1739,5,0,0
1740,0,0,0
1741,3,0,0
1743,0,0,0
1744,9,0,0
1746,36,0,0
1747,57,0,0
1748,7,0,0
1749,0,0,0
1750,4,0,0
1751,0,0,0
1753,0,0,0
1754,2,0,0
1755,4,0,0
1756,17,0,0
1758,0,0,0
1759,0,0,0
1760,5,0,0
1761,95,1,0
1762,5,0,0
1763,2,0,0
1764,4,0,0
1765,0,0,0
1766,0,0,0
1767,0,0,0
1768,0,0,0
1769,3,0,0
1770,3,0,0
1771,12,0,0
1772,9,0,0
1773,0,0,0
1774,0,0,0
1776,0,0,0
1777,3,0,0
1779,0,0,0
1780,0,0,0
1781,1,0,0
1782,0,0,0
1783,1,0,0
1784,45,0,0
1785,0,0,0
1786,1,0,0
1787,0,0,0
1788,0,0,0
1790,0,0,0
1791,9,0,0
1792,2,0,0
1794,62,0,0
1795,0,0,0
1796,2,0,0
1797,2,0,0
1798,119,1,1
1799,97,1,0
1800,0,0,0
1801,0,0,0
1802,0,0,0
1804,0,0,0
1806,0,0,0
1807,63,0,0
1808,0,0,0
1809,0,0,0
1810,30,0,0
1811,119,1,1
1815,1,0,0
1816,8,0,0
1817,0,0,0
1819,1,0,0
1820,91,1,0
1821,36,0,0
1822,0,0,0
1824,0,0,0
1825,5,0,0
1826,3,0,0
1828,0,0,0
1829,0,0,0
1830,16,0,0
1831,0,0,0
1832,0,0,0
1833,0,0,0
1835,0,0,0
1836,0,0,0
1837,1,0,0
1838,15,0,0
1839,0,0,0
1840,8,0,0
1841,101,1,0
1842,2,0,0
1843,0,0,0
1844,2,0,0
1847,2,0,0
1848,3,0,0
1849,1,0,0
1850,23,0,0
1851,4,0,0
1852,43,0,0
1853,26,0,0
1854,0,0,0
1855,0,0,0
1856,78,0,0
1857,0,0,0
1858,4,0,0
1860,18,0,0
1861,26,0,0
1862,0,0,0
1863,0,0,0
1864,12,0,0
1865,50,0,0
1866,0,0,0
1867,0,0,0
1868,19,0,0
1869,0,0,0
1870,0,0,0
1871,1,0,0
1872,0,0,0
1873,0,0,0
1874,2,0,0
1875,0,0,0
1877,0,0,0
1879,0,0,0
1880,0,0,0
1881,0,0,0
1883,0,0,0
1884,0,0,0
1885,2,0,0
1886,70,0,0
1887,4,0,0
1888,19,0,0
1890,41,0,0
1891,4,0,0
1892,0,0,0
1893,0,0,0
1894,8,0,0
1896,0,0,0
1897,15,0,0
1898,0,0,0
1899,0,0,0
1900,2,0,0
1901,0,0,0
1902,0,0,0
1903,0,0,0
1904,2,0,0
1905,26,0,0
1906,0,0,0
1907,34,0,0
1908,0,0,0
1909,0,0,0
1910,3,0,0
1911,17,0,0
1912,0,0,0
1913,3,0,0
1914,0,0,0
1915,9,0,0
1916,4,0,0
1918,0,0,0
1919,0,0,0
1920,0,0,0
1921,2,0,0
1922,32,0,0
1923,112,1,1
1925,0,0,0
1926,0,0,0
1927,0,0,0
1928,0,0,0
1931,0,0,0
1932,0,0,0
1933,26,0,0
1934,22,0,0
1935,0,0,0
1936,0,0,0
1937,0,0,0
1938,2,0,0
1939,3,0,0
1941,15,0,0
1942,95,1,0
1943,0,0,0
1944,2,0,0
1946,2,0,0
1947,15,0,0
1949,0,0,0
1953,0,0,0
1955,0,0,0
1956,0,0,0
1957,0,0,0
1958,0,0,0
1959,0,0,0
1960,0,0,0
1961,1,0,0
1962,0,0,0
1963,0,0,0
1965,55,0,0
1966,0,0,0
1968,0,0,0
1969,3,0,0
1970,0,0,0
1971,0,0,0
1973,0,0,0
1974,0,0,0
1977,0,0,0
1980,8,0,0
1982,0,0,0
1983,8,0,0
1984,28,0,0
1986,80,0,0
1987,2,0,0
1988,0,0,0
1989,0,0,0
1990,4,0,0
1992,9,0,0
1993,0,0,0
1994,0,0,0
1996,4,0,0
1997,0,0,0
1999,0,0,0
2000,106,1,1
2001,0,0,0
2002,0,0,0
2003,4,0,0
2004,103,1,0
2005,3,0,0
2006,3,0,0
2007,24,0,0
2008,0,0,0
2009,4,0,0
2011,0,0,0
2012,12,0,0
2013,38,0,0
2014,3,0,0
2016,0,0,0
2017,0,0,0
2018,0,0,0
2019,2,0,0
2020,26,0,0
2022,45,0,0
2023,0,0,0
2024,12,0,0
2025,0,0,0
2026,4,0,0
2027,4,0,0
2028,0,0,0
